2,143
3,141
4,143
5,143
6,144
7,143
8,144
9,144
10,144
11,144
12,145
13,143
14,144
15,145
16,145
17,144
18,145
19,145
20,146
21,146
22,146
23,144
24,144
25,144
26,144
27,143
28,144
29,140
30,142
31,141
